model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
 I20,2013,4995,Manual,41232,Petrol,30,57.6,1.2
 I10,2016,5992,Manual,13971,Petrol,20,60.1,1.0
 I10,2017,6820,Manual,28585,Petrol,145,60.1,1.0
 Santa Fe,2014,12891,Semi-Auto,49216,Diesel,260,41.5,2.2
 I800,2018,15749,Automatic,32420,Diesel,145,28.0,2.5
 I800,2018,15949,Manual,31007,Diesel,145,31.7,2.5
 I10,2014,4887,Manual,37875,Petrol,20,60.1,1.0
 I20,2015,6995,Manual,33925,Petrol,125,51.4,1.4
 Tucson,2017,15495,Semi-Auto,20996,Diesel,125,57.6,1.7
 I10,2017,6602,Manual,32107,Petrol,145,57.7,1.2
 I40,2015,9495,Semi-Auto,61919,Diesel,125,56.5,1.7
 I40,2015,8995,Manual,43492,Diesel,30,62.8,1.7
 I30,2017,10498,Manual,29304,Diesel,145,74.3,1.6
 Tucson,2016,10498,Manual,31604,Petrol,165,44.8,1.6
 I800,2018,15995,Automatic,33244,Diesel,145,28.0,2.5
 I40,2016,10995,Manual,14335,Diesel,20,67.3,1.7
 Tucson,2018,15495,Manual,5942,Petrol,150,38.7,1.6
 I30,2019,21990,Manual,4700,Petrol,150,34.0,2.0
 I10,2013,3991,Manual,69814,Petrol,20,61.4,1.2
 I30,2013,5408,Manual,68728,Diesel,0,76.3,1.6
 I10,2017,7040,Manual,9647,Petrol,145,60.1,1.0
 Santa Fe,2019,33900,Semi-Auto,1173,Diesel,145,39.2,2.2
 I20,2016,8111,Manual,19578,Petrol,30,55.4,1.2
 Kona,2018,12591,Manual,22684,Petrol,150,52.3,1.0
 Tucson,2019,22470,Manual,150,Petrol,145,34.9,1.6
 Kona,2018,13470,Manual,7837,Petrol,145,44.1,1.0
 I10,2015,5891,Manual,23234,Petrol,20,60.1,1.0
 Santa Fe,2018,19483,Semi-Auto,33911,Diesel,145,42.8,2.2
 I800,2018,14000,Manual,38560,Diesel,145,37.7,2.5
 Santa Fe,2018,18000,Automatic,35915,Diesel,145,42.8,2.2
 I800,2018,16000,Automatic,33389,Diesel,145,31.7,2.5
 I800,2018,14794,Manual,38093,Diesel,145,37.7,2.5
 I10,2019,9990,Manual,2938,Petrol,145,49.6,1.0
 I20,2017,7490,Manual,35937,Petrol,30,58.9,1.2
 I10,2016,5990,Manual,23315,Petrol,20,60.1,1.0
 I10,2016,6110,Manual,28386,Petrol,20,61.4,1.0
 I10,2016,6130,Manual,19390,Petrol,20,60.1,1.0
 Santa Fe,2016,17690,Semi-Auto,48155,Diesel,235,42.2,2.2
 I20,2016,7760,Manual,20934,Petrol,30,56.5,1.2
 Kona,2019,13990,Manual,9130,Petrol,145,44.1,1.0
 I30,2019,14640,Manual,3961,Petrol,145,41.5,1.4
 I30,2019,14990,Manual,1247,Petrol,145,45.6,1.0
 I10,2017,7740,Manual,18036,Petrol,145,57.7,1.2
 I20,2019,11990,Manual,1027,Petrol,145,46.3,1.2
 Tucson,2019,21490,Manual,199,Petrol,145,34.9,1.6
 Tucson,2016,10870,Manual,51846,Diesel,30,61.7,1.7
 Tucson,2016,10500,Manual,48868,Diesel,30,61.7,1.7
 I20,2014,5498,Manual,36818,Petrol,30,57.6,1.2
 Tucson,2019,24000,Semi-Auto,10003,Hybrid,150,50.4,1.6
 Tucson,2018,18000,Manual,9424,Petrol,150,34.9,1.6
 Tucson,2018,16995,Manual,18856,Petrol,150,38.7,1.6
 I800,2018,15995,Automatic,32383,Diesel,145,28.0,2.5
 Ioniq,2018,14698,Automatic,24905,Hybrid,140,78.5,1.6
 Tucson,2016,13798,Semi-Auto,3778,Diesel,125,57.6,1.7
 I10,2019,8298,Manual,18101,Petrol,150,60.1,1.0
 Tucson,2017,12798,Manual,38319,Diesel,150,61.7,1.7
 Ioniq,2018,16498,Automatic,18478,Hybrid,140,78.5,1.6
 I20,2014,4498,Manual,49854,Petrol,30,57.6,1.2
 I20,2017,10498,Automatic,6264,Petrol,165,45.6,1.4
 I10,2018,7998,Manual,14830,Petrol,145,60.1,1.0
 I30,2018,9498,Manual,12223,Petrol,145,57.7,1.0
 I30,2018,9498,Manual,14319,Petrol,145,57.7,1.0
 I30,2015,7498,Manual,38279,Diesel,0,78.4,1.6
 Tucson,2018,12698,Manual,21642,Diesel,145,61.7,1.7
 Tucson,2017,15498,Semi-Auto,18062,Diesel,145,57.6,1.7
 IX35,2014,6881,Manual,82203,Diesel,145,53.3,1.7
 I30,2015,7520,Manual,46142,Diesel,0,78.4,1.6
 Tucson,2017,11360,Manual,41103,Petrol,160,44.8,1.6
 I20,2017,8000,Manual,24533,Petrol,145,58.9,1.2
 I10,2017,7400,Manual,24879,Petrol,145,60.1,1.0
 I10,2016,6000,Manual,37721,Petrol,20,60.1,1.0
 I20,2016,9450,Manual,15053,Petrol,30,55.4,1.2
 Tucson,2017,15490,Manual,22798,Diesel,30,61.7,1.7
 I10,2016,7000,Manual,6603,Petrol,20,60.1,1.0
 Kona,2018,14750,Manual,8847,Petrol,145,44.1,1.0
 Tucson,2016,14500,Semi-Auto,14996,Diesel,125,57.6,1.7
 IX20,2016,8995,Manual,8648,Petrol,125,50.4,1.4
 I10,2017,6650,Manual,13997,Petrol,145,60.1,1.0
 I20,2015,6650,Manual,29861,Petrol,30,55.4,1.2
 Kona,2019,14490,Manual,4131,Petrol,145,44.1,1.0
 I30,2015,9250,Manual,25686,Diesel,20,72.4,1.6
 I20,2016,7990,Manual,22654,Petrol,30,55.4,1.2
 I10,2016,7595,Manual,17166,Petrol,30,57.6,1.2
 Tucson,2017,14990,Manual,26697,Diesel,145,61.4,1.7
 Tucson,2017,10998,Manual,36571,Diesel,30,61.7,1.7
 I40,2015,10498,Semi-Auto,36831,Diesel,125,56.5,1.7
 Ioniq,2018,16498,Automatic,23252,Hybrid,135,78.5,1.6
 Tucson,2017,12298,Manual,25661,Diesel,30,61.7,1.7
 I800,2019,20498,Manual,6483,Diesel,145,31.7,2.5
 Tucson,2017,17650,Manual,36432,Diesel,150,54.3,2.0
 Tucson,2019,19500,Manual,6013,Petrol,150,34.9,1.6
 Tucson,2019,16500,Manual,14147,Petrol,150,34.9,1.6
 Tucson,2017,15500,Manual,23546,Diesel,30,61.7,1.7
 I10,2014,6000,Manual,40650,Petrol,30,57.6,1.2
 I20,2017,8495,Manual,27409,Petrol,30,58.9,1.2
 I10,2018,9000,Manual,10268,Petrol,150,57.7,1.2
 Tucson,2016,12700,Manual,45910,Diesel,200,47.9,2.0
 I30,2018,11000,Manual,33762,Petrol,150,56.5,1.0
 I10,2016,8250,Semi-Auto,21344,Petrol,145,47.9,1.2
 I30,2015,8000,Manual,37750,Petrol,145,47.1,1.4
 IX20,2017,9500,Manual,12536,Diesel,145,64.2,1.6
 I20,2016,8300,Manual,14646,Petrol,30,58.9,1.2
 Kona,2019,15500,Manual,3933,Petrol,145,44.1,1.0
 I10,2014,6000,Manual,21359,Petrol,30,57.6,1.2
 Tucson,2017,15200,Semi-Auto,7525,Diesel,145,57.6,1.7
 Tucson,2016,13990,Manual,18688,Diesel,30,61.7,1.7
 I30,2018,11671,Manual,21802,Petrol,150,52.3,1.4
 Ioniq,2018,18498,Automatic,3138,Hybrid,135,78.5,1.6
 IX20,2017,9998,Automatic,8314,Petrol,160,43.5,1.6
 Ioniq,2019,18998,Automatic,2526,Hybrid,135,78.5,1.6
 I30,2016,8798,Manual,31796,Diesel,0,78.4,1.6
 I10,2017,6750,Manual,29673,Petrol,145,57.7,1.2
 Santa Fe,2016,18680,Semi-Auto,34812,Diesel,235,42.2,2.2
 Kona,2018,12395,Manual,28433,Petrol,145,52.3,1.0
 I10,2017,8250,Manual,7546,Petrol,145,57.7,1.2
 I20,2016,7750,Manual,27497,Petrol,30,55.4,1.2
 I10,2015,6750,Manual,18050,Petrol,20,61.4,1.0
 Santa Fe,2015,19000,Automatic,28700,Diesel,260,42.2,2.2
 I20,2018,9500,Manual,18000,Petrol,150,62.8,1.0
 IX20,2015,8500,Automatic,24610,Petrol,205,43.6,1.6
 I20,2018,10000,Manual,13976,Petrol,150,58.9,1.2
 I30,2017,11500,Manual,14440,Petrol,150,52.3,1.4
 I10,2017,7500,Manual,16483,Petrol,30,57.7,1.2
 I20,2019,11000,Manual,12120,Petrol,150,46.3,1.2
 Santa Fe,2016,19000,Semi-Auto,32223,Diesel,240,42.2,2.2
 I30,2015,7250,Manual,26247,Diesel,0,78.4,1.6
 I20,2015,6500,Manual,40700,Petrol,30,55.4,1.2
 I20,2014,5500,Manual,31946,Petrol,30,57.6,1.2
 I10,2016,8000,Semi-Auto,21473,Petrol,150,47.9,1.2
 Ioniq,2017,14500,Automatic,43912,Hybrid,135,78.5,1.6
 Kona,2018,11750,Manual,20555,Petrol,145,52.3,1.0
 Tucson,2017,16500,Manual,12543,Petrol,145,38.7,1.6
 Tucson,2016,14000,Manual,25237,Diesel,30,61.7,1.7
 I10,2013,3750,Manual,45615,Petrol,20,61.4,1.2
 Kona,2018,13500,Manual,9884,Petrol,150,44.1,1.0
 I10,2017,11000,Semi-Auto,12536,Petrol,145,47.9,1.2
 I20,2018,10250,Manual,17624,Petrol,145,65.7,1.0
 I20,2015,6500,Manual,47900,Petrol,30,55.4,1.2
 I10,2016,7280,Manual,16205,Petrol,30,57.6,1.2
 Santa Fe,2019,32380,Semi-Auto,9739,Diesel,150,39.2,2.2
 Ioniq,2017,14790,Automatic,16001,Hybrid,140,78.5,1.6
 Kona,2019,14974,Manual,6811,Petrol,150,44.1,1.0
 Tucson,2016,13480,Manual,36510,Diesel,125,58.9,2.0
 Tucson,2019,23880,Semi-Auto,9733,Petrol,150,35.8,1.6
 I20,2016,7290,Manual,27458,Petrol,30,56.5,1.2
 Tucson,2016,11750,Manual,38000,Diesel,30,61.7,1.7
 I30,2018,11750,Manual,16337,Diesel,150,74.3,1.6
 I10,2020,12000,Manual,484,Petrol,150,55.4,1.2
 Kona,2018,12500,Manual,15459,Petrol,150,52.3,1.0
 I10,2019,9000,Manual,9023,Petrol,150,57.6,1.2
 IX20,2017,10500,Automatic,7941,Petrol,165,43.5,1.6
 I10,2020,13290,Manual,1458,Petrol,150,53.3,1.0
 Ioniq,2018,14000,Automatic,37439,Hybrid,135,78.5,1.6
 I10,2019,9280,Manual,2238,Petrol,145,49.6,1.0
 I10,2017,7500,Manual,3379,Petrol,20,60.1,1.0
 Santa Fe,2019,28995,Automatic,14778,Diesel,145,39.8,2.2
 Kona,2018,13500,Manual,9884,Petrol,145,44.1,1.0
 I30,2015,8500,Manual,29590,Diesel,0,78.4,1.6
 Kona,2018,15000,Manual,11421,Petrol,145,44.1,1.0
 Tucson,2016,14995,Manual,25233,Diesel,30,61.7,1.7
 I20,2019,11480,Manual,2128,Petrol,145,47.9,1.0
 I30,2017,9690,Manual,15824,Petrol,145,48.7,1.4
 I10,2017,8490,Semi-Auto,24890,Petrol,145,47.9,1.2
 Santa Fe,2019,26290,Automatic,4566,Diesel,145,42.2,2.2
 Kona,2019,23290,Automatic,1486,Hybrid,135,52.3,1.6
 I10,2016,6500,Manual,16309,Petrol,30,57.6,1.2
 I20,2019,10500,Manual,10458,Petrol,145,46.3,1.2
 Tucson,2019,23490,Automatic,3393,Diesel,145,47.1,1.6
 I10,2019,9290,Manual,1824,Petrol,145,49.6,1.0
 I800,2017,14000,Manual,34492,Diesel,145,37.7,2.5
 I10,2019,9000,Manual,9995,Petrol,145,57.6,1.2
 I10,2019,8000,Manual,9367,Petrol,145,60.1,1.0
 I800,2019,23995,Manual,1200,Diesel,145,31.7,2.5
 I800,2018,14500,Automatic,35845,Diesel,145,33.6,2.5
 Santa Fe,2018,18000,Manual,34000,Diesel,145,47.1,2.2
 I20,2019,10000,Manual,14188,Petrol,145,46.3,1.2
 I800,2018,16990,Automatic,35757,Diesel,145,28.0,2.5
 I10,2017,7000,Manual,31458,Petrol,145,57.7,1.2
 Santa Fe,2018,19000,Manual,30229,Diesel,145,47.1,2.2
 I20,2015,6790,Manual,48458,Petrol,30,55.4,1.2
 I30,2019,17590,Manual,4952,Petrol,145,42.2,1.4
 Tucson,2019,26000,Automatic,3469,Hybrid,145,40.4,2.0
 Tucson,2016,15990,Automatic,27458,Diesel,200,46.3,2.0
 Tucson,2019,21990,Manual,2765,Petrol,145,34.9,1.6
 Tucson,2017,14990,Automatic,36459,Diesel,150,46.3,2.0
 I20,2018,11390,Manual,4856,Petrol,150,47.9,1.0
 Ioniq,2017,16000,Automatic,19542,Hybrid,0,78.5,1.6
 I10,2018,7500,Manual,7785,Petrol,145,60.1,1.0
 I10,2014,5000,Manual,43482,Petrol,20,60.1,1.0
 I10,2018,7250,Manual,24040,Petrol,145,57.7,1.2
 I30,2019,23000,Manual,1790,Petrol,150,34.0,2.0
 Tucson,2017,16000,Manual,17177,Diesel,30,61.7,1.7
 Tucson,2016,13250,Automatic,40601,Diesel,200,47.1,2.0
 Santa Fe,2017,18500,Manual,39608,Diesel,200,47.1,2.2
 I30,2018,11250,Manual,12364,Diesel,145,74.3,1.6
 Ioniq,2018,16000,Automatic,27742,Hybrid,135,78.5,1.6
 I20,2016,6980,Manual,34599,Petrol,30,55.4,1.2
 Tucson,2020,23980,Semi-Auto,1764,Hybrid,145,50.4,1.6
 I30,2020,19890,Semi-Auto,2083,Petrol,145,44.1,1.4
 Santa Fe,2020,35980,Semi-Auto,2196,Diesel,145,39.2,2.2
 I10,2017,7995,Manual,25000,Petrol,145,60.1,1.0
 I10,2016,6995,Manual,11500,Petrol,20,61.4,1.0
 I10,2015,6995,Manual,12500,Petrol,30,57.6,1.2
 I10,2016,8495,Automatic,16500,Petrol,145,47.9,1.2
 Kona,2018,16995,Manual,16500,Petrol,145,52.3,1.0
 IX20,2015,7995,Automatic,37500,Petrol,200,43.6,1.6
 I20,2016,8495,Manual,27000,Petrol,30,58.9,1.2
 Santa Fe,2019,36495,Automatic,5000,Diesel,145,39.8,2.2
 I10,2017,7000,Manual,30367,Petrol,145,57.7,1.2
 I800,2018,16990,Automatic,32730,Diesel,145,28.0,2.5
 Tucson,2017,16290,Manual,11333,Diesel,145,61.4,1.7
 I10,2017,6290,Manual,19116,Petrol,145,60.1,1.0
 Ioniq,2019,22000,Automatic,2544,Hybrid,135,62.8,1.6
 Tucson,2016,12495,Manual,53753,Diesel,30,61.7,1.7
 I10,2017,6498,Manual,42057,Petrol,145,70.6,1.0
 Tucson,2016,11498,Manual,21240,Diesel,30,61.7,1.7
 I10,2017,7995,Manual,19750,Petrol,145,57.7,1.2
 I10,2020,11980,Manual,793,Petrol,145,56.5,1.0
 I10,2020,12980,Manual,539,Petrol,145,55.4,1.2
 Santa Fe,2017,19770,Semi-Auto,35406,Diesel,235,42.8,2.2
 Santa Fe,2019,32280,Semi-Auto,2251,Diesel,145,40.9,2.2
 I10,2017,10280,Semi-Auto,8970,Petrol,145,47.9,1.2
 I10,2017,7495,Manual,14500,Petrol,145,60.1,1.0
 IX20,2016,8995,Manual,51500,Diesel,30,64.2,1.6
 Tucson,2016,17995,Automatic,40500,Diesel,235,43.5,2.0
 I10,2015,5995,Manual,16000,Petrol,30,57.6,1.2
 Kona,2019,19995,Manual,50,Petrol,145,44.1,1.0
 I10,2020,12495,Manual,500,Petrol,145,56.5,1.0
 I20,2016,7995,Manual,24500,Petrol,30,58.9,1.2
 I20,2017,9995,Manual,15500,Petrol,20,62.8,1.0
 I20,2017,8995,Manual,35500,Petrol,145,62.8,1.0
 I10,2019,12995,Manual,6000,Petrol,145,60.1,1.0
 I20,2017,7995,Manual,34945,Petrol,30,58.9,1.2
 Tucson,2016,14093,Manual,65000,Diesel,145,54.3,2.0
 I40,2016,11094,Manual,34504,Diesel,30,65.7,1.7
 I20,2018,8681,Manual,25000,Petrol,150,55.4,1.2
 IX20,2019,14062,Automatic,357,Petrol,145,34.5,1.6
 IX20,2016,8991,Automatic,13302,Petrol,160,43.5,1.6
 I10,2018,6795,Manual,32331,Petrol,145,57.7,1.2
 I10,2017,7495,Manual,6500,Petrol,145,57.7,1.2
 I20,2018,10995,Manual,5000,Petrol,145,58.9,1.2
 Santa Fe,2019,36995,Automatic,100,Diesel,145,39.8,2.2
 I10,2016,6695,Manual,29650,Petrol,30,57.6,1.2
 Tucson,2019,26995,Automatic,1000,Hybrid,145,50.4,1.6
 I20,2019,14195,Manual,5000,Petrol,145,47.9,1.0
 I10,2016,6495,Manual,20500,Petrol,20,61.4,1.0
 I30,2019,25995,Manual,50,Petrol,145,34.0,2.0
 IX20,2015,7495,Manual,29000,Petrol,125,50.4,1.4
 I10,2016,6995,Manual,29000,Petrol,30,57.6,1.2
 I10,2017,7695,Manual,17500,Petrol,30,57.7,1.2
 I10,2017,7495,Manual,19500,Petrol,145,57.6,1.2
 I10,2014,5495,Manual,62500,Petrol,30,57.6,1.2
 I10,2016,6995,Manual,13500,Petrol,30,57.6,1.2
 Santa Fe,2014,14995,Semi-Auto,60500,Diesel,260,41.5,2.2
 I10,2015,6495,Manual,8500,Petrol,30,57.6,1.2
 I30,2017,12495,Manual,2924,Petrol,145,56.5,1.0
 Tucson,2018,22995,Automatic,12531,Diesel,145,43.5,2.0
 Tucson,2016,12495,Manual,33500,Diesel,30,61.7,1.7
 Tucson,2019,23995,Automatic,50,Petrol,145,36.2,1.6
 I30,2016,9495,Manual,37000,Diesel,0,78.4,1.6
 I30,2017,13495,Manual,300,Petrol,145,52.3,1.4
 I30,2014,6995,Manual,34500,Petrol,160,46.3,1.4
 Santa Fe,2020,36990,Semi-Auto,985,Diesel,150,39.2,2.2
 I10,2020,12190,Manual,1958,Petrol,150,56.5,1.0
 I20,2020,11990,Manual,1958,Petrol,150,46.3,1.2
 Kona,2020,14490,Manual,1458,Petrol,150,44.8,1.0
 IX20,2016,7240,Manual,38756,Petrol,125,50.4,1.4
 I20,2018,11030,Manual,5921,Petrol,145,47.9,1.0
 Tucson,2017,14498,Manual,18386,Diesel,30,61.7,1.7
 Tucson,2016,11950,Manual,18397,Diesel,30,61.7,1.7
 I30,2015,8991,Manual,22653,Petrol,145,48.7,1.4
 I20,2016,6890,Manual,37027,Petrol,30,56.5,1.2
 Tucson,2017,14710,Semi-Auto,14640,Diesel,125,57.6,1.7
 IX20,2017,8798,Manual,15687,Petrol,125,50.4,1.4
 Tucson,2016,10798,Manual,29019,Petrol,160,44.8,1.6
 Kona,2018,13998,Manual,12443,Petrol,145,44.1,1.0
 I40,2016,8270,Manual,39703,Diesel,20,67.3,1.7
 Tucson,2019,21490,Manual,101,Petrol,145,34.9,1.6
 I10,2017,6991,Manual,14931,Petrol,145,60.1,1.0
 Kona,2018,18500,Semi-Auto,10344,Petrol,145,34.0,1.6
 I30,2014,5631,Manual,72986,Diesel,0,76.3,1.6
 Santa Fe,2014,14791,Semi-Auto,46000,Diesel,265,41.5,2.2
 I30,2015,7695,Manual,47500,Diesel,0,78.4,1.6
 I10,2017,7495,Manual,32259,Petrol,145,57.7,1.2
 I20,2014,5995,Manual,22084,Petrol,30,57.6,1.2
 I40,2016,8770,Manual,61554,Diesel,125,60.1,1.7
 IX35,2015,8420,Manual,46573,Diesel,145,53.3,1.7
 IX20,2017,9998,Manual,7673,Petrol,125,50.4,1.4
 I10,2018,8500,Manual,9031,Petrol,150,57.7,1.2
 IX20,2016,8000,Manual,39289,Petrol,125,50.4,1.4
 I20,2016,7250,Manual,32182,Petrol,30,58.9,1.2
 Tucson,2016,12750,Manual,30771,Diesel,30,61.7,1.7
 I10,2018,8750,Manual,18382,Petrol,145,57.7,1.2
 Tucson,2017,11350,Manual,41846,Petrol,145,44.8,1.6
 Tucson,2018,16000,Semi-Auto,9292,Diesel,145,57.6,1.7
 Santa Fe,2019,31500,Semi-Auto,7919,Diesel,145,39.2,2.2
 I20,2016,8000,Manual,17740,Petrol,0,65.7,1.0
 I10,2018,9000,Manual,9990,Petrol,150,57.6,1.2
 IX20,2016,7798,Manual,36242,Petrol,125,50.4,1.4
 Santa Fe,2017,17998,Semi-Auto,21615,Diesel,235,42.8,2.2
 I800,2019,19798,Automatic,8491,Diesel,145,31.7,2.5
 IX35,2015,8498,Manual,48823,Petrol,165,44.1,1.6
 Ioniq,2018,14998,Automatic,8513,Hybrid,140,78.5,1.6
 I10,2017,7498,Manual,2375,Petrol,150,60.1,1.0
 I10,2013,3790,Manual,64500,Petrol,20,61.4,1.2
 I20,2019,10500,Manual,14568,Petrol,150,46.3,1.2
 I30,2018,11000,Manual,15124,Petrol,150,56.5,1.0
 Tucson,2018,21000,Manual,8523,Diesel,145,45.6,1.6
 I20,2017,8500,Manual,19366,Petrol,150,55.4,1.2
 I20,2018,8500,Manual,18575,Petrol,150,58.9,1.2
 IX20,2015,6750,Automatic,45908,Petrol,200,43.6,1.6
 Tucson,2016,17000,Semi-Auto,11257,Petrol,235,37.7,1.6
 Kona,2018,17750,Semi-Auto,19151,Petrol,145,42.2,1.6
 Santa Fe,2018,20000,Manual,20318,Diesel,145,47.1,2.2
 I10,2019,8500,Manual,3815,Petrol,145,60.1,1.0
 I10,2016,7000,Manual,21619,Petrol,30,57.6,1.2
 I800,2017,15499,Automatic,18000,Diesel,330,33.6,2.5
 IX20,2017,8199,Manual,8564,Diesel,145,64.2,1.6
 Ioniq,2019,19970,Automatic,10999,Hybrid,135,78.5,1.6
 I20,2018,9770,Manual,7182,Petrol,145,46.3,1.2
 Santa Fe,2019,32000,Semi-Auto,2000,Diesel,145,39.8,2.2
 I10,2015,6750,Manual,13425,Petrol,30,57.6,1.2
 I20,2017,8000,Manual,24286,Petrol,150,58.9,1.2
 I10,2015,7500,Semi-Auto,26227,Petrol,150,47.9,1.2
 I20,2017,9750,Manual,16700,Petrol,150,58.9,1.0
 Tucson,2016,15250,Automatic,13396,Diesel,240,43.5,2.0
 Santa Fe,2019,28500,Semi-Auto,17835,Diesel,145,39.8,2.2
 I10,2017,7500,Manual,28076,Petrol,145,57.7,1.2
 Tucson,2016,11499,Manual,27542,Diesel,30,61.7,1.7
 I20,2016,7551,Manual,30165,Petrol,30,55.4,1.2
 Tucson,2016,12495,Manual,25897,Diesel,30,61.7,1.7
 I20,2017,7995,Manual,34945,Petrol,30,58.9,1.2
 I40,2016,11695,Manual,34504,Diesel,30,65.7,1.7
 Tucson,2016,13292,Manual,69332,Diesel,145,54.3,2.0
 Ioniq,2016,13995,Automatic,51600,Hybrid,0,78.5,1.6
 I30,2015,5750,Manual,51605,Diesel,0,76.3,1.6
 IX35,2014,7530,Manual,57675,Diesel,145,53.3,1.7
 I40,2014,7700,Automatic,66031,Diesel,200,47.1,1.7
 I20,2018,9870,Manual,6669,Petrol,145,46.3,1.2
 Tucson,2019,19970,Semi-Auto,11994,Petrol,145,36.2,1.6
 Tucson,2017,13970,Manual,12287,Petrol,160,44.8,1.6
 I10,2019,9970,Manual,16709,Petrol,145,57.6,1.2
 Tucson,2018,14770,Manual,16314,Petrol,145,44.8,1.6
 Tucson,2017,15270,Automatic,31470,Diesel,200,46.3,2.0
 I20,2018,11000,Manual,4256,Petrol,145,55.4,1.2
 I10,2018,7900,Manual,10164,Petrol,145,60.1,1.0
 I10,2017,9500,Semi-Auto,17120,Petrol,145,47.9,1.2
 I20,2018,12500,Automatic,6394,Petrol,145,49.6,1.0
 IX20,2016,9500,Automatic,4210,Petrol,165,43.5,1.6
 I30,2016,8500,Manual,41955,Petrol,150,48.7,1.4
 Tucson,2017,12498,Manual,22981,Diesel,145,61.7,1.7
 Tucson,2017,13495,Semi-Auto,33164,Diesel,125,57.6,1.7
 Tucson,2017,11800,Manual,9140,Petrol,160,44.8,1.6
 IX20,2016,7327,Manual,20347,Petrol,125,50.4,1.4
 IX20,2017,8340,Manual,20967,Petrol,145,50.4,1.4
 IX20,2013,5498,Manual,35954,Petrol,150,45.6,1.4
 I30,2017,9298,Manual,52586,Diesel,145,74.3,1.6
 I30,2016,8698,Manual,32572,Petrol,145,48.7,1.4
 I40,2016,10491,Manual,36084,Diesel,30,65.7,1.7
 I20,2016,7821,Manual,33322,Petrol,20,62.8,1.0
 I20,2015,8995,Manual,11468,Petrol,125,51.4,1.4
 I20,2017,8295,Manual,21260,Diesel,145,72.4,1.4
 Ioniq,2017,15470,Automatic,18747,Hybrid,135,78.5,1.6
 Ioniq,2016,14270,Automatic,20296,Hybrid,0,78.5,1.6
 Santa Fe,2018,22270,Semi-Auto,13018,Diesel,145,42.8,2.2
 Kona,2018,13470,Manual,13533,Petrol,145,44.1,1.0
 I20,2019,10970,Manual,3826,Petrol,145,47.9,1.0
 I20,2019,10970,Manual,2884,Petrol,145,47.9,1.0
 I20,2019,10970,Manual,4491,Petrol,145,47.9,1.0
 Ioniq,2019,19970,Automatic,8862,Hybrid,135,62.8,1.6
 I20,2017,9370,Manual,17864,Petrol,145,55.4,1.2
 Tucson,2018,13690,Manual,23091,Petrol,145,44.8,1.6
 IX35,2013,6990,Manual,72205,Diesel,145,53.3,1.7
 I10,2015,6995,Manual,36188,Petrol,30,57.6,1.2
 I10,2017,8495,Manual,23000,Petrol,145,57.7,1.2
 I10,2016,6995,Manual,14959,Petrol,30,57.6,1.2
 Santa Fe,2020,36495,Semi-Auto,6073,Diesel,145,39.2,2.2
 Tucson,2018,19894,Automatic,8700,Diesel,145,47.1,1.6
 I800,2019,24995,Manual,100,Diesel,145,31.7,2.5
 I10,2017,6795,Manual,33834,Petrol,145,57.7,1.2
 IX20,2016,6995,Manual,41691,Diesel,30,64.2,1.6
 Tucson,2016,16995,Manual,15507,Diesel,125,58.9,2.0
 I10,2015,6079,Manual,25411,Petrol,30,57.6,1.2
 Tucson,2017,12991,Semi-Auto,47170,Diesel,125,57.6,1.7
 I20,2017,9991,Manual,16069,Petrol,145,61.4,1.0
 Santa Fe,2018,20250,Manual,7781,Diesel,145,47.1,2.2
 Tucson,2016,14495,Semi-Auto,31441,Diesel,125,57.6,1.7
 I10,2018,8495,Manual,7372,Petrol,145,60.1,1.0
 Ioniq,2018,13995,Automatic,35876,Hybrid,135,78.5,1.6
 I10,2019,10890,Manual,100,Petrol,145,49.6,1.0
 I10,2018,7495,Manual,12447,Petrol,145,60.1,1.0
 Tucson,2019,20990,Manual,100,Petrol,145,35.3,1.6
 Tucson,2019,20990,Manual,100,Petrol,145,35.3,1.6
 I10,2019,10790,Manual,50,Petrol,145,49.6,1.0
 I800,2018,15795,Automatic,31917,Diesel,145,33.6,2.5
 Kona,2019,15995,Manual,9567,Petrol,145,44.1,1.0
 IX20,2017,9695,Manual,13817,Petrol,145,50.4,1.4
 IX20,2016,8189,Manual,28500,Petrol,125,50.4,1.4
 I10,2015,8695,Semi-Auto,8537,Petrol,145,47.9,1.2
 Tucson,2019,26495,Manual,2250,Hybrid,145,47.9,1.6
 IX20,2016,8399,Manual,19999,Petrol,125,50.4,1.4
 I10,2017,6798,Manual,32716,Petrol,145,57.7,1.2
 Tucson,2016,16995,Manual,4859,Petrol,160,44.8,1.6
 Tucson,2019,25490,Manual,3210,Hybrid,145,48.7,1.6
 I800,2019,18990,Manual,15492,Diesel,145,31.7,2.5
 Kona,2019,15390,Manual,9187,Petrol,145,44.1,1.0
 Santa Fe,2019,31390,Semi-Auto,13675,Diesel,150,39.8,2.2
 I30,2015,9290,Manual,30782,Diesel,20,72.4,1.6
 Kona,2019,19990,Manual,2000,Petrol,150,44.1,1.0
 I10,2019,10290,Manual,198,Petrol,145,49.6,1.0
 I30,2019,13990,Manual,100,Petrol,145,48.7,2.2
 Tucson,2019,19990,Manual,50,Petrol,145,35.3,1.6
 I10,2019,9190,Manual,100,Petrol,145,60.1,1.0
 Kona,2019,16390,Manual,50,Petrol,145,44.1,1.0
 Kona,2019,16390,Manual,50,Petrol,145,44.1,1.0
 IX20,2015,7190,Manual,24305,Diesel,30,64.2,1.6
